0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968273,0.968676,0.941465,0.867383,0.512425,0.360725,0.744551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955011,0.955497,0.892181,0.479315,0.842023,0.991732,0.927621,0.888637,0.83743,0.782643,0.796104,0.871474,0.786388,0.835741,0.415194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26145,0.884625,0.926989,0.719597,0.48818,0.926636,0.914744,0.811553,0.82084,0.894807,0.918242,0.862411,0.867538,0.890111,0.784604,0.560011,0.0212246,0.586867,0.526973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930978,0.920354,0.42076,-0.143606,0.761079,0.758127,0.30137,-0.0636652,0.890947,0.686507,0.677465,0.656035,0.565119,0.60522,0.737548,0.855435,0.771462,0.850113,0.778777,0.714697,0.82126,0.682486,-0.216135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914829,0.981907,0.950556,0.871595,0.250997,0.963008,0.91324,0.699018,0.773701,0.642672,0.719175,0.8797,0.818906,0.704376,0.289217,0.598506,0.882047,0.780586,0.740066,0.817163,0.720405,0.767177,0.5915,0.147337,-0.656416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.514051,0.777547,0.989413,0.852818,0.600386,-0.136803,0.900944,0.816931,0.64225,0.589166,0.0928513,0.710297,0.829297,0.681316,0.651305,0.563903,0.652915,0.597943,0.500815,0.446472,0.580347,0.37417,0.321533,0.631403,0.513927,-0.00161609,0.716189,0.537942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934376,0.954153,-0.316199,0.148545,0.974335,0.72846,0.211724,-0.0988752,0.824416,0.719862,0.590371,0.227017,0.279859,0.800739,0.759694,0.657877,0.555358,0.558262,0.440687,0.585394,0.740992,0.625135,0.593133,0.646913,0.332852,0.728086,0.810319,0.806832,0.775207,0.682433,0.364238,-0.432917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923247,0.970224,0.94086,0.920953,0.870138,0.95203,0.900111,0.842969,0.62756,0.85154,0.814527,0.708541,0.163992,0.751095,0.900711,0.870042,0.82227,0.729768,0.565992,0.434906,0.788942,0.802031,0.731952,0.665092,0.843002,0.818878,0.741006,0.675229,0.734438,0.749607,0.389548,0.296289,0.399641,0.585857,-0.0454664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.531437,0.9607,0.716569,0.287278,0.925155,0.894111,0.784941,0.910427,0.899586,0.810431,0.914043,0.645222,0.760305,0.468976,0.885306,0.784427,0.769546,0.600404,0.573756,0.641089,0.436745,0.475008,0.489617,0.336718,0.285646,0.60958,0.466685,0.233836,0.149826,0.265474,0.487647,0.206081,-0.0116967,0.23329,0.246889,0.726464,-0.01854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781539,-0.349759,0.989766,-0.315059,0.200559,0.793076,0.719018,-0.118736,0.532257,0.864808,0.106881,0.840154,0.30185,0.307034,0.180426,0.472923,0.442826,0.401756,0.264136,0.349577,0.361984,0.250708,0.39294,0.393641,0.166757,0.0596146,0.315518,0.420341,0.244358,0.0504613,0.210827,0.323162,0.617355,0.348405,0.225458,0.470366,0.842986,0.827484,0.599158,-0.383973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
